Trip_Distance_km,Time_of_Day,Day_of_Week,Passenger_Count,Traffic_Conditions,Weather,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Distance_Cost,Time_Cost,Avg_Speed,Is_Peak,Is_Weekend,High_Traffic,Bad_Weather,Traffic_Time,Distance_per_Min,Fare_per_Km,Distance_Bin
18.82,Afternoon,Weekday,2.0,Low,Rain,2.05,0.63,0.12,74.75,22.8766,11.8566,8.969999999999999,15.106233261003924,0,0,0,1,0.0,0.24844884488448846,0.10343087790110998,"(10.982, 20.734]"
48.62,Afternoon,Weekend,1.0,Low,Rain,2.15,1.17,0.11,74.49,67.2293,56.8854,8.1939,39.16198822401753,0,1,0,1,0.0,0.6440588157371837,0.043329302700523986,"(40.238, 49.99]"
48.16,,Weekend,1.0,,Rain,3.72,1.63,0.28,100.12,110.2544,78.50079999999998,28.033600000000003,28.86119340075868,0,1,0,1,0.0,0.47626582278481006,0.0756712774613507,"(40.238, 49.99]"
25.87,Afternoon,Weekend,4.0,Medium,Rain,2.98,1.24,0.28,36.68,44.7092,32.0788,10.2704,42.31664694688747,0,1,0,1,0.0,0.6865711252653928,0.11090435429847413,"(20.734, 30.486]"
15.74,Afternoon,Weekday,2.0,,Clear,3.05,1.84,0.21,35.48,39.4624,28.9616,7.450799999999999,26.61736272780055,0,0,0,0,0.0,0.4314692982456141,0.18219832735961766,"(10.982, 20.734]"
14.96,Morning,Weekday,1.0,Medium,Rain,3.79,0.9,0.17,66.66,28.5862,13.464,11.3322,13.465225335505531,1,0,0,1,0.0,0.22110552763819097,0.237468671679198,"(10.982, 20.734]"
2.81,Evening,Weekend,3.0,Low,Rain,2.82,1.12,0.38,56.65,27.4942,3.1472,21.527,2.9761379402865993,1,1,0,1,0.0,0.04874241110147442,0.7401574803149605,"(1.181, 10.982]"
30.87,Evening,Weekday,4.0,Medium,Clear,2.08,1.85,0.31,55.61,76.4286,57.109500000000004,17.2391,33.30659982089746,1,0,0,0,0.0,0.5453100158982512,0.06526513962974584,"(30.486, 40.238]"
25.63,Afternoon,Weekday,3.0,Medium,Clear,4.21,1.22,0.18,15.48,54.1556,31.2686,2.7864,99.33723499089182,0,0,0,0,0.0,1.5552184466019416,0.15809237701840032,"(20.734, 30.486]"
3.52,Evening,Weekday,4.0,Medium,Rain,3.88,1.53,0.23,87.64,29.4228,5.3856,20.1572,2.4098420138611556,1,0,0,1,0.0,0.039711191335740074,0.8584070796460177,"(1.181, 10.982]"
14.65,Evening,Weekend,2.0,High,Clear,3.74,1.79,0.29,29.58,40.020700000000005,26.2235,8.578199999999999,29.71542159388248,1,1,1,0,29.58,0.4790712884238065,0.2389776357827476,"(10.982, 20.734]"
45.51,Evening,Weekday,1.0,Medium,Clear,4.23,0.63,0.13,27.65,36.4958,28.6713,3.5945,98.75373409618598,1,0,0,0,0.0,1.5884816753926703,0.09094818318641154,"(40.238, 49.99]"
12.74,Evening,Weekday,4.0,Low,Rain,4.03,1.8,0.16,52.47,35.357200000000006,22.932000000000002,8.395199999999999,14.568158168574403,1,0,0,1,0.0,0.23826444735365626,0.29330422125181954,"(10.982, 20.734]"
8.1,Afternoon,Weekend,1.0,High,Clear,2.62,0.98,0.13,31.19,14.6127,7.938,4.0547,15.581617538617403,0,1,1,0,31.19,0.2516309412861137,0.28791208791208794,"(1.181, 10.982]"
24.98,Afternoon,Weekend,3.0,Low,Rain,3.06,0.77,0.42,72.14,52.5934,19.2346,30.2988,20.77609556893067,0,1,0,1,0.0,0.3415367787804211,0.11778290993071594,"(20.734, 30.486]"
49.3,Afternoon,Weekday,2.0,Low,Clear,2.38,0.86,0.4,47.72,63.866,42.397999999999996,19.088,61.985809063590985,0,0,0,0,0.0,1.0119047619047619,0.04731610337972167,"(40.238, 49.99]"
12.86,Evening,Weekday,1.0,Low,Clear,2.39,1.13,0.4,56.62,39.5698,14.531799999999999,22.648,13.627548983938707,1,0,0,0,0.0,0.2231863936133287,0.17243867243867245,"(10.982, 20.734]"
33.93,Morning,Weekday,2.0,Low,Rain,3.51,0.88,0.39,66.77,59.92869999999999,29.8584,26.0403,30.48946692107005,1,0,0,1,0.0,0.50066401062417,0.10048668766103636,"(30.486, 40.238]"
38.32,Evening,Weekday,1.0,Medium,Clear,4.58,0.98,0.37,28.41,52.6453,37.5536,10.5117,80.92754112901522,1,0,0,0,0.0,1.3029581774906493,0.11648016276703968,"(30.486, 40.238]"
12.64,Evening,Weekday,3.0,Medium,Clear,3.51,0.7,0.29,22.91,20.3819,8.847999999999999,6.6438999999999995,33.10258133789599,1,0,0,0,0.0,0.5286491007946467,0.25733137829912023,"(10.982, 20.734]"
36.68,,Weekend,3.0,High,Rain,3.89,0.94,0.36,106.25,76.6192,34.4792,38.25,20.713294795511743,0,1,1,1,106.25,0.342004662004662,0.10323779193205945,"(30.486, 40.238]"
19.02,Evening,Weekday,2.0,Medium,Clear,2.55,1.36,0.12,54.88,35.0028,25.8672,6.5856,20.794233299198623,1,0,0,0,0.0,0.3403722261989978,0.12737262737262736,"(10.982, 20.734]"
31.98,Morning,,3.0,Medium,Clear,2.32,1.16,0.35,52.39,57.7533,37.096799999999995,18.336499999999997,36.624890724671985,1,0,0,0,0.0,0.5989885746394455,0.07034566403881139,"(30.486, 40.238]"
32.04,,Weekday,4.0,Low,Clear,4.44,1.02,0.41,9.1,40.8518,32.6808,3.7309999999999994,211.23881941849984,0,0,0,0,0.0,3.1722772277227724,0.13438256658595643,"(30.486, 40.238]"
27.25,Evening,Weekend,1.0,Low,Rain,3.74,1.62,0.3,61.57,66.566,44.145,18.471,26.55488171302537,1,1,0,1,0.0,0.4355122263065367,0.13238938053097346,"(20.734, 30.486]"
5.42,Morning,Weekday,3.0,Medium,Rain,3.85,1.84,0.24,68.73,30.318,9.9728,16.4952,4.73151696624211,1,0,0,1,0.0,0.07772838089774846,0.5996884735202492,"(1.181, 10.982]"
41.93,Evening,Weekend,4.0,Medium,Rain,4.34,1.64,0.21,69.27,87.6519,68.7652,14.546699999999998,36.31843812526527,1,1,0,1,0.0,0.5966984488401879,0.10109480549732122,"(40.238, 49.99]"
25.87,Evening,Weekday,2.0,High,Clear,4.11,1.0,0.36,86.31,51.9016,25.87,31.0716,17.983886104371884,1,0,1,0,86.31,0.2963005383117627,0.15295868998883513,"(20.734, 30.486]"
3.0,Morning,Weekday,2.0,Low,Clear,2.17,0.73,0.45,34.01,19.6645,2.19,15.304499999999999,5.2924676424408865,1,0,0,0,0.0,0.08568980291345331,0.5425,"(1.181, 10.982]"
29.95,Morning,Weekday,2.0,Medium,Clear,4.24,0.7,0.24,98.23,48.7802,20.965,23.5752,18.29368852475705,1,0,0,0,0.0,0.3018240451476368,0.13699515347334412,"(20.734, 30.486]"
34.2,,Weekday,1.0,Low,Clear,4.55,1.02,0.41,113.92,86.1412,34.884,46.7072,18.012545579991677,0,0,0,0,0.0,0.29759832927253743,0.12926136363636362,"(30.486, 40.238]"
1.81,Night,Weekday,1.0,Low,Rain,2.86,1.71,0.32,20.63,12.5567,3.0951,6.6015999999999995,5.264025282832298,0,0,0,1,0.0,0.08368007397133612,1.0177935943060497,"(1.181, 10.982]"
26.09,,Weekday,4.0,Medium,Rain,3.92,0.87,0.45,62.23,54.62179999999999,22.6983,28.0035,25.15482736788654,0,0,0,1,0.0,0.4126205914913807,0.14470284237726097,"(20.734, 30.486]"
12.1,Morning,Weekend,2.0,Low,Clear,3.51,0.59,0.31,61.57,19.2643,7.138999999999999,19.0867,11.791341971655301,1,1,0,0,0.0,0.19338341058015024,0.2679389312977099,"(10.982, 20.734]"
32.61,Afternoon,,1.0,Medium,Clear,3.51,0.7,0.31,11.91,31.3891,22.826999999999998,3.6921,164.27384010881062,0,0,0,0,0.0,2.525948876839659,0.10443320440345134,"(30.486, 40.238]"
9.54,Afternoon,Weekend,1.0,,Rain,2.1,1.79,0.33,42.43,33.1785,17.0766,14.001900000000001,13.490264101851023,0,1,0,1,0.0,0.21966382684780103,0.1992409867172676,"(1.181, 10.982]"
34.86,Evening,Weekday,4.0,Low,Clear,3.74,1.45,0.4,21.52,62.895,50.547,8.608,97.19059877512709,1,0,0,0,0.0,1.5479573712255772,0.10429447852760737,"(30.486, 40.238]"
7.74,Afternoon,Weekday,1.0,Low,Clear,3.51,1.29,0.12,21.54,15.0994,9.9846,2.5848,21.55928804211582,0,0,0,0,0.0,0.3433895297249335,0.40160183066361554,"(1.181, 10.982]"
17.71,Night,Weekday,4.0,Medium,Clear,2.71,1.48,0.48,6.06,31.829600000000003,26.210800000000003,2.9088,175.32917532917537,0,0,0,0,0.0,2.508498583569405,0.1448423303046499,"(10.982, 20.734]"
6.56,Afternoon,Weekday,3.0,Low,Clear,3.48,0.85,0.31,97.94,39.4174,5.576,30.3614,4.018762392715585,0,0,0,0,0.0,0.0663028097837073,0.46031746031746035,"(1.181, 10.982]"
46.31,Afternoon,Weekday,1.0,Medium,Rain,4.74,1.8,0.35,61.57,96.939,83.358,21.5495,45.128681546062566,0,0,0,1,0.0,0.7401310532203932,0.10019023462270134,"(40.238, 49.99]"
43.99,Night,Weekday,2.0,Low,Clear,2.64,0.96,0.29,74.71,66.5363,42.2304,21.665899999999997,35.32832021158979,0,0,0,0,0.0,0.5810328886540749,0.05867970660146699,"(40.238, 49.99]"
13.64,Morning,Weekday,4.0,Medium,Rain,2.43,1.54,0.14,43.75,29.5606,21.0056,6.125000000000001,18.70602917445704,1,0,0,1,0.0,0.30480446927374305,0.16598360655737707,"(10.982, 20.734]"
33.34,Night,Weekend,1.0,Medium,Clear,4.28,0.52,0.41,72.33,51.2721,17.336800000000004,29.655299999999997,27.65634461763071,0,1,0,0,0.0,0.4546570298649939,0.1246359930110658,"(30.486, 40.238]"
41.04,Afternoon,Weekend,1.0,High,Clear,3.5,1.06,0.4,41.3,63.522400000000005,43.5024,16.52,59.62140985845243,0,1,1,0,41.3,0.9702127659574469,0.08325404376784015,"(40.238, 49.99]"
28.2,Morning,Weekend,2.0,Low,Clear,4.74,1.03,0.22,15.0,37.086,29.046,3.3,112.79548818047277,1,1,0,0,0.0,1.7625,0.16232876712328767,"(20.734, 30.486]"
26.95,Afternoon,Weekend,2.0,Low,Clear,2.44,1.32,0.22,61.57,44.7548,35.574,13.5454,26.262534391414082,0,1,0,0,0.0,0.4307175962921528,0.08729874776386404,"(20.734, 30.486]"
12.85,Evening,Weekday,4.0,Low,Snow,3.94,0.61,0.29,26.63,23.4957,7.8385,7.722699999999999,28.951657116249727,1,0,0,1,0.0,0.4650741947158885,0.28447653429602887,"(10.982, 20.734]"
5.56,Morning,Weekday,4.0,High,Clear,3.51,1.69,0.13,54.22,19.145,9.3964,7.0486,6.152643091371177,1,0,1,0,54.22,0.10068815646504889,0.5350609756097561,"(1.181, 10.982]"
25.87,Afternoon,Weekend,2.0,Medium,Clear,2.47,0.83,0.45,80.7,76.1018,21.4721,36.315000000000005,19.234057739347662,0,1,0,0,0.0,0.31664626682986535,0.09192407889839971,"(20.734, 30.486]"
45.12,Afternoon,Weekday,4.0,Medium,Clear,3.51,1.52,0.2,35.34,79.70039999999999,68.58239999999999,7.068000000000001,76.60311369925807,0,0,0,0,0.0,1.2416070445789762,0.07610581092801387,"(40.238, 49.99]"
32.02,Afternoon,Weekday,2.0,,Clear,3.78,1.7,0.34,6.39,60.38660000000001,54.434000000000005,2.1726,300.6290489155948,0,0,0,0,0.0,4.3328822733423555,0.11447607510599635,"(30.486, 40.238]"
17.61,Morning,Weekday,1.0,Low,Clear,4.26,1.34,0.47,64.68,58.257000000000005,23.5974,30.399600000000003,16.335655513399686,1,0,0,0,0.0,0.26811814859926913,0.2289091886082751,"(10.982, 20.734]"
18.11,Evening,,2.0,Low,Rain,2.93,1.61,0.37,74.66,59.7113,29.1571,27.6242,14.553861072640723,1,0,0,1,0.0,0.239360296061327,0.1533228676085819,"(10.982, 20.734]"
25.87,Night,Weekday,2.0,High,Clear,3.34,1.49,0.27,115.73,89.0764,38.5463,31.247100000000003,13.412183121836403,0,0,1,0,115.73,0.22162254775978754,0.1243021957573502,"(20.734, 30.486]"
25.87,Night,Weekend,3.0,Medium,Clear,3.22,1.03,0.38,72.79,77.18900000000001,26.6461,27.660200000000003,21.32418196855088,0,1,0,0,0.0,0.35058951077381756,0.11983624860439152,"(20.734, 30.486]"
44.47,Evening,Weekday,2.0,High,Clear,4.95,1.71,0.24,59.18,95.1969,76.0437,14.203199999999999,45.085720658459024,1,0,1,0,59.18,0.7389498172150216,0.10886298658456126,"(40.238, 49.99]"
39.21,Morning,Weekday,2.0,Low,Snow,2.88,0.94,0.21,70.94,54.6348,36.8574,14.8974,33.162956050554975,1,0,0,1,0.0,0.5450375312760635,0.07162397413578711,"(30.486, 40.238]"
32.46,Evening,Weekend,3.0,,Clear,2.88,1.36,0.5,111.71,102.8806,44.1456,55.855,17.43433479007364,1,1,0,0,0.0,0.28799574128293853,0.08607292289300657,"(30.486, 40.238]"
5.12,Morning,Weekday,4.0,Medium,Clear,3.51,1.62,0.4,61.57,51.45840000000001,8.294400000000001,24.628,4.989394288832657,1,0,0,0,0.0,0.08182835224548506,0.5735294117647058,"(1.181, 10.982]"
8.92,Morning,Weekday,3.0,Low,Clear,3.69,1.07,0.36,42.14,28.4048,9.544400000000001,15.170399999999999,12.700341238615492,1,0,0,0,0.0,0.2067686601761706,0.3719758064516129,"(1.181, 10.982]"
45.03,Afternoon,Weekday,1.0,High,Clear,2.76,0.95,0.24,32.28,53.2857,42.7785,7.7472,83.69732904592851,0,0,1,0,32.28,1.3530649038461537,0.05996089506843363,"(40.238, 49.99]"
30.72,Afternoon,Weekend,3.0,,Clear,4.75,1.19,0.12,35.2,45.5308,36.556799999999996,4.224,52.36274381686676,0,1,0,0,0.0,0.8486187845303866,0.14974779319041615,"(30.486, 40.238]"
1.45,Evening,Weekend,1.0,High,Clear,2.8,1.73,0.29,63.01,12.2396,2.5084999999999997,18.2729,1.3807200693216695,1,1,1,0,63.01,0.022652710513982193,1.1428571428571428,"(1.181, 10.982]"
5.97,Afternoon,Weekday,4.0,Medium,Rain,4.69,1.89,0.32,90.57,44.95569999999999,11.283299999999999,28.9824,3.9549257706143055,0,0,0,1,0.0,0.06519602489898439,0.6728837876614061,"(1.181, 10.982]"
1.25,,Weekday,3.0,Low,Rain,3.97,1.49,0.31,12.8,9.8005,1.8625,3.968,5.859100354670874,0,0,0,1,0.0,0.09057971014492754,1.7644444444444445,"(1.181, 10.982]"
8.88,Night,Weekend,4.0,High,Clear,4.72,1.85,0.44,88.21,59.96039999999999,16.428,38.8124,6.040090419972203,0,1,1,0,88.21,0.0995404102679072,0.47773279352226716,"(1.181, 10.982]"
27.89,,Weekend,1.0,Low,Clear,2.51,0.65,0.11,97.69,31.3844,18.128500000000003,10.7459,17.12959076922447,0,1,0,0,0.0,0.28260208734420916,0.08688127379716164,"(20.734, 30.486]"
34.9,Afternoon,Weekend,3.0,Medium,Clear,4.9,0.85,0.25,38.29,44.1375,29.665,9.5725,54.68705113004236,0,1,0,0,0.0,0.8882667345380504,0.13649025069637885,"(30.486, 40.238]"
11.99,Evening,Weekend,2.0,Medium,Rain,4.84,1.74,0.28,54.06,40.839400000000005,20.8626,15.136800000000003,13.30728848736418,1,1,0,1,0.0,0.21776244097348346,0.37259430331023863,"(10.982, 20.734]"
12.63,Morning,Weekday,3.0,Low,,2.9,1.12,0.48,102.2,66.10159999999999,14.145600000000002,49.056,7.41482926714716,1,0,0,0,0.0,0.12238372093023256,0.21276595744680848,"(10.982, 20.734]"
16.94,Morning,Weekend,4.0,Low,Clear,2.56,0.63,0.19,65.42,25.662,10.6722,12.4298,15.536390678165592,1,1,0,0,0.0,0.2550436615477266,0.1426978818283166,"(10.982, 20.734]"
37.58,Afternoon,Weekday,4.0,Low,Snow,2.91,1.16,0.47,84.52,86.22719999999998,43.5928,39.724399999999996,26.677520036535473,0,0,0,1,0.0,0.4394293732460243,0.07542768273716953,"(30.486, 40.238]"
32.83,Afternoon,Weekend,1.0,Medium,Clear,3.51,0.85,0.27,106.59,58.9648,27.905499999999996,28.779300000000003,18.480053588215096,0,1,0,0,0.0,0.3051398828887443,0.10375406443984629,"(30.486, 40.238]"
42.61,Morning,Weekday,3.0,Low,Rain,2.43,0.94,0.49,62.01,72.86829999999999,40.053399999999996,30.3849,41.22843513850858,1,0,0,1,0.0,0.6762418663704174,0.05572116487044256,"(40.238, 49.99]"
33.22,Night,Weekend,1.0,Low,Clear,2.31,1.66,0.32,41.02,70.5816,55.145199999999996,13.126400000000002,48.5902205233468,0,1,0,0,0.0,0.7905759162303664,0.06750438340151958,"(30.486, 40.238]"
28.85,Morning,,1.0,High,Clear,3.27,0.61,0.47,91.67,63.9534,17.5985,43.0849,18.882826118733814,1,0,1,0,91.67,0.3113197367001187,0.10954773869346733,"(20.734, 30.486]"
5.59,Afternoon,Weekday,2.0,High,Clear,4.39,1.22,0.1,30.31,17.147599999999997,6.8198,3.031,11.06543585412364,0,0,1,0,30.31,0.17853720855956565,0.6661608497723823,"(1.181, 10.982]"
19.02,Night,Weekday,2.0,Low,,2.42,1.14,0.4,49.68,43.9748,21.682799999999997,19.872,22.970737068392896,0,0,0,0,0.0,0.3752959747434885,0.12087912087912088,"(10.982, 20.734]"
13.99,Afternoon,Weekday,4.0,,Clear,2.39,1.39,0.46,104.56,69.9337,19.446099999999998,48.0976,8.027880482705722,0,0,0,0,0.0,0.13253126184160666,0.15943962641761175,"(10.982, 20.734]"
48.68,Afternoon,Weekday,4.0,Low,Rain,2.59,1.01,0.14,51.44,58.9584,49.1668,7.2016,56.780053109800434,0,0,0,1,0.0,0.9282990083905416,0.052133655394524955,"(40.238, 49.99]"
20.26,Morning,Weekday,3.0,Low,Rain,2.29,0.63,0.27,29.7,23.0728,12.763800000000002,8.019,40.92846609159411,1,0,0,1,0.0,0.6599348534201955,0.1077140169332079,"(10.982, 20.734]"
31.93,Afternoon,Weekday,1.0,Medium,Clear,4.77,1.71,0.32,37.67,71.4247,54.6003,12.054400000000001,50.85663620967014,0,0,0,0,0.0,0.82570468063098,0.14485271788642573,"(30.486, 40.238]"
39.95,Evening,Weekend,3.0,Low,Clear,4.46,1.19,0.31,25.25,59.828,47.5405,7.8275,94.92843734406311,1,1,0,0,0.0,1.521904761904762,0.1089133089133089,"(30.486, 40.238]"
25.63,Morning,Weekday,3.0,High,Clear,3.06,0.84,0.16,61.57,39.066,21.5292,9.8512,24.97620617632441,1,0,1,0,61.57,0.40962122422886366,0.11490799849793466,"(20.734, 30.486]"
29.27,Morning,Weekend,4.0,Medium,Rain,3.97,1.9,0.1,33.99,62.982,55.613,3.3990000000000005,51.66722564473708,1,1,0,1,0.0,0.8365247213489568,0.1311529567228279,"(20.734, 30.486]"
25.13,Morning,Weekend,4.0,Medium,Rain,3.61,1.02,0.42,57.23,53.2792,25.6326,24.036599999999996,26.34604564690917,1,1,0,1,0.0,0.4315644856603126,0.1381553769613471,"(20.734, 30.486]"
25.87,Afternoon,Weekday,3.0,Low,Clear,4.03,0.74,0.14,49.37,18.7636,19.1438,6.9118,31.439763746035094,0,0,0,0,0.0,0.513599364701211,0.14998139188686269,"(20.734, 30.486]"
36.4,Afternoon,Weekday,4.0,Medium,Clear,4.05,1.34,0.29,117.94,94.105,48.776,34.2026,18.517796246585142,0,0,0,0,0.0,0.3060366571380528,0.10828877005347594,"(30.486, 40.238]"
14.76,Evening,Weekend,3.0,Medium,Clear,3.89,1.92,0.47,49.98,55.71979999999999,28.339199999999998,23.490599999999997,17.71887492347031,1,1,0,0,0.0,0.28952530404080035,0.2468274111675127,"(10.982, 20.734]"
2.19,Afternoon,Weekday,1.0,Medium,Clear,2.8,0.51,0.18,14.2,6.472899999999999,1.1169,2.5559999999999996,9.253130149430305,0,0,0,0,0.0,0.14407894736842106,0.8777429467084639,"(1.181, 10.982]"
32.63,Night,Weekday,1.0,Medium,Clear,2.12,0.86,0.37,15.33,35.8539,28.0618,5.6721,127.70537356659231,0,0,0,0,0.0,1.9981628903857933,0.06303895331549211,"(30.486, 40.238]"
9.68,Morning,Weekday,2.0,Medium,,3.37,1.91,0.13,72.94,31.341,18.488799999999998,9.4822,7.962643575731485,1,0,0,0,0.0,0.13091695969705167,0.3155430711610487,"(1.181, 10.982]"
47.08,Evening,Weekend,1.0,High,Rain,4.67,0.76,0.34,73.93,65.587,35.7808,25.136200000000006,38.20880663757631,1,1,1,1,73.93,0.6283197651141064,0.09712978369384359,"(40.238, 49.99]"
47.74,Evening,Weekday,3.0,High,Clear,3.71,0.67,0.17,53.16,44.733,31.985800000000005,9.0372,53.882010361056885,1,0,1,0,53.16,0.8814623338257017,0.07611817808781288,"(40.238, 49.99]"
45.83,Evening,Weekday,4.0,Medium,Clear,4.5,1.36,0.39,54.66,88.1462,62.3288,21.3174,50.306802340259715,1,0,0,0,0.0,0.8233920229967661,0.09609224855861627,"(40.238, 49.99]"
19.14,Evening,Weekend,2.0,Low,Snow,4.97,1.79,0.22,11.2,41.6946,34.260600000000004,2.464,102.53022159527168,1,1,0,1,0.0,1.5688524590163935,0.24677259185700098,"(10.982, 20.734]"
1.76,Evening,Weekend,2.0,Low,Clear,2.49,1.22,0.29,64.4,23.3132,2.1471999999999998,18.676000000000002,1.6397362757489835,1,1,0,0,0.0,0.02691131498470948,0.9021739130434784,"(1.181, 10.982]"
21.98,Morning,Weekday,1.0,Medium,Clear,4.02,1.52,0.17,22.2,41.2036,33.4096,3.774,59.403799897300075,1,0,0,0,0.0,0.9474137931034483,0.17493472584856395,"(20.734, 30.486]"
48.37,Morning,Weekend,2.0,Medium,Clear,4.94,0.61,0.4,61.57,41.2217,29.505699999999997,24.628,47.136133154460076,1,1,0,0,0.0,0.7730541793191625,0.10006076564715416,"(40.238, 49.99]"
48.22,Night,Weekday,3.0,Medium,Clear,4.96,1.99,0.22,19.21,105.144,95.95779999999999,4.2262,150.604353846314,0,0,0,0,0.0,2.3859475507174666,0.10077204388459976,"(40.238, 49.99]"
42.8,Afternoon,Weekday,2.0,High,Rain,4.06,1.11,0.36,16.62,57.55120000000001,47.508,5.9832,154.50705750694917,0,0,1,1,16.62,2.4290578887627694,0.09269406392694064,"(40.238, 49.99]"
15.43,Evening,Weekday,2.0,High,Clear,2.73,0.93,0.16,75.12,29.0991,14.3499,12.019200000000001,12.324182714195572,1,0,1,0,75.12,0.20270625328428796,0.1661594643944005,"(10.982, 20.734]"
19.87,Afternoon,Weekend,1.0,High,,4.4,1.34,0.38,27.6,41.5138,26.6258,10.488000000000001,43.1947131584096,0,1,1,0,27.6,0.6947552447552447,0.21082894106372785,"(10.982, 20.734]"
42.71,Morning,Weekday,3.0,Low,Clear,2.32,1.22,0.15,33.91,48.4081,52.1062,5.086499999999999,75.56929101814774,1,0,0,0,0.0,1.2234316814666286,0.05307709906199954,"(40.238, 49.99]"
16.53,Morning,Weekend,4.0,Medium,Clear,4.34,0.63,0.27,24.96,21.4931,10.4139,6.7392,39.7346217638999,1,1,0,0,0.0,0.636748844375963,0.2475755847119224,"(10.982, 20.734]"
9.31,Afternoon,Weekend,2.0,Low,Rain,4.73,0.5,0.2,115.15,32.415000000000006,4.655,23.03,4.851038552990605,0,1,0,1,0.0,0.08015497201894102,0.45877788554801163,"(1.181, 10.982]"
28.28,Afternoon,Weekday,2.0,Low,Rain,3.15,1.17,0.4,103.28,77.5496,33.0876,41.312000000000005,16.42902926590279,0,0,0,1,0.0,0.27119294207901806,0.10758196721311475,"(20.734, 30.486]"
46.87,Morning,Weekday,4.0,Low,Clear,3.89,1.76,0.2,31.51,92.6832,82.49119999999999,6.3020000000000005,89.24615843557406,1,0,0,0,0.0,1.441710243002153,0.08126175057447253,"(40.238, 49.99]"
35.11,Afternoon,Weekday,3.0,Low,Rain,3.29,1.36,0.45,42.67,70.2411,47.7496,19.201500000000003,49.36888630579368,0,0,0,1,0.0,0.8039844286695672,0.09111049570756023,"(30.486, 40.238]"
28.93,Morning,Weekday,2.0,Medium,Clear,3.31,2.0,0.46,29.14,74.5744,57.86,13.4044,59.56637818027082,1,0,0,0,0.0,0.9598540145985401,0.11059137988640161,"(20.734, 30.486]"
5.76,Afternoon,Weekday,2.0,High,Snow,2.93,0.93,0.18,61.57,19.3694,5.3568,11.0826,5.613068574936738,0,0,1,1,61.57,0.09205689627617068,0.43343195266272194,"(1.181, 10.982]"
31.14,,Weekend,2.0,Low,Clear,4.29,0.92,0.35,7.26,35.4798,28.6488,2.541,257.33410461945294,0,1,0,0,0.0,3.7699757869249395,0.13347853142501556,"(30.486, 40.238]"
37.3,Morning,Weekday,3.0,Low,Snow,4.21,1.86,0.35,97.47,107.7025,69.378,34.1145,22.960769709019946,1,0,0,1,0.0,0.37879557225550925,0.10992167101827677,"(30.486, 40.238]"
35.15,Afternoon,Weekday,1.0,Medium,Rain,2.76,1.22,0.21,96.08,91.8308,42.882999999999996,20.1768,21.95032087643083,0,0,0,1,0.0,0.36207251751133085,0.07634854771784232,"(30.486, 40.238]"
25.87,Morning,Weekday,3.0,Low,,4.74,0.99,0.39,24.57,29.5584,25.6113,9.5823,63.17306048692339,1,0,0,0,0.0,1.0117324990222918,0.17640491254186827,"(20.734, 30.486]"
40.66,Afternoon,Weekday,2.0,Medium,Clear,3.9,0.67,0.3,34.29,41.4292,27.2422,10.286999999999999,71.14486185718535,0,0,0,0,0.0,1.1521677529045053,0.09361497839654345,"(40.238, 49.99]"
40.7,Evening,Weekday,2.0,,Clear,4.16,1.81,0.38,35.27,91.2296,73.667,13.402600000000001,69.23613434418468,1,0,0,0,0.0,1.1221395092362834,0.09976019184652278,"(40.238, 49.99]"
43.49,Evening,Weekday,1.0,Low,Clear,2.77,1.45,0.2,68.97,79.6245,63.0605,13.794,37.83351167018991,1,0,0,0,0.0,0.6215520937544662,0.06226118228815464,"(40.238, 49.99]"
45.75,Morning,Weekday,3.0,Medium,Rain,4.16,0.75,0.23,52.31,50.5038,34.3125,12.031300000000002,52.47502418247927,1,0,0,1,0.0,0.8581879572312886,0.08898395721925134,"(40.238, 49.99]"
40.12,Morning,Weekend,2.0,High,Clear,3.88,1.61,0.24,116.97,96.546,64.5932,28.072799999999997,20.579530240932336,1,1,1,0,116.97,0.3400864626599983,0.0943579766536965,"(30.486, 40.238]"
32.85,Night,Weekday,4.0,Medium,Clear,2.44,1.18,0.42,31.52,54.4414,38.763,13.238399999999999,62.53053558625154,0,0,0,0,0.0,1.010147601476015,0.07208271787296898,"(30.486, 40.238]"
39.99,Afternoon,Weekday,2.0,High,Clear,2.71,0.58,0.31,43.98,39.538,23.1942,13.633799999999999,54.55587236190503,0,0,1,0,43.98,0.8890618052467765,0.06611368626494267,"(30.486, 40.238]"
44.61,Afternoon,Weekday,2.0,Low,,3.96,1.03,0.28,21.45,55.9143,45.9483,6.006,124.77972644121843,0,0,0,0,0.0,1.9870824053452116,0.08682306511729884,"(40.238, 49.99]"
17.56,Evening,Weekday,1.0,Low,Clear,3.22,1.22,0.11,103.66,36.0458,21.423199999999998,11.4026,10.163938854299511,1,0,0,0,0.0,0.1677813873495127,0.17349137931034486,"(10.982, 20.734]"
25.87,Afternoon,Weekday,1.0,Low,Clear,3.79,1.25,0.45,40.52,46.274,32.3375,18.234,38.30644166177204,0,0,0,0,0.0,0.6230732177263969,0.1410494975809453,"(20.734, 30.486]"
5.61,,Weekday,1.0,High,Clear,2.32,0.97,0.11,61.57,16.6464,5.4417,6.7727,5.466894914131095,0,0,1,0,61.57,0.08965958126897874,0.350983358547655,"(1.181, 10.982]"
